"מַפָּה","שם המאה ה-16","מחוז/מחוז","שם מודרני","שם במילון ההיסטורי והגיאוגרפי","אופי היישוב","סוג הבעלות"
"","Sałki","gostyniński/rawskie","","","wieś","s"
"","Baby Mniejsze","gostyniński/rawskie","Baby Górne","","wieś","s"
"","Sowczygaj","orłowski/łęczyckie","Podgajew","","wieś","s"
"","Dobrosołowo","gnieźnieński/kaliskie","Dobrosołowo","Dobrosołowo","wieś","s"
"","Suchorzewo","kaliski/kaliskie","Suchorzew","Suchorzew","wieś","s"
"","Wola Szczytna","orłowski/łęczyckie","Szczyt","","wieś","s"
"","Kaszewo Kościelne","orłowski/łęczyckie","Kaszewy Kościelne","","wieś","s"
"","Kaszewo Średnie","orłowski/łęczyckie","Kaszewy Dworne","","wieś","s"
"","Kaszewo Tarnowskie","orłowski/łęczyckie","Kaszewy Tarnowskie","","wieś","s"
"","Laski","kamieniecki/mazowieckie","Laski Stare","","wieś","s"
"","Kamionolas","kamieniecki/mazowieckie","Kamionna","","wieś","s"
"","Łochowo","kamieniecki/mazowieckie","Łochów","","wieś","s"
"","Barchowo","kamieniecki/mazowieckie","Barchów","","wieś","s"
"","Szewnica","kamieniecki/mazowieckie","","","wieś","s"
"","Sulewo","kamieniecki/mazowieckie","","","wieś","k"
"","Komorowo","gnieźnieński/kaliskie","Komorowo","Komorów","wieś","s"
"","Wężówka","kamieniecki/mazowieckie","","","wieś","s"
"","Piaski","kamieniecki/mazowieckie","","","wieś","s"
"","Sitno","kamieniecki/mazowieckie","Sitne","","wieś","k"
"","Dzierżanowo","kamieniecki/mazowieckie","Dzierżanów","","wieś","s"
"","Jadowo","kamieniecki/mazowieckie","Jadów","","wieś","k"
"","Równe","kamieniecki/mazowieckie","","","wieś","s"
"","Oble","kamieniecki/mazowieckie","","","wieś","s"
"","Wólka-Zawisichy*","kamieniecki/mazowieckie","Dębe","","wieś","k"
"","Budziska","kamieniecki/mazowieckie","Budziska Stare","","wieś","s"
"","Smolnica","kamieniecki/mazowieckie","Łopianka","","wieś","s"
"","Częstkowo","gnieźnieński/kaliskie","Cząstków","Czestkowo","wieś","s"
"","Łojewo","kamieniecki/mazowieckie","Łojew","","wieś","s"
"","Baczki","kamieniecki/mazowieckie","Baczki Stare","","wieś","s"
"","Jasiorówka","kamieniecki/mazowieckie","","","młyn","s"
"","Matałki","kamieniecki/mazowieckie","Matały","","wieś","s"
"","Zembrzyniec","kamieniecki/mazowieckie","Zambrzyniec Stary","","wieś","s"
"","Twarogi","kamieniecki/mazowieckie","","","wieś","s"
"","Wyglądały","kamieniecki/mazowieckie","","","wieś","k"
"","Januszewo+","kamieniecki/mazowieckie","","","wieś","s"
"","Wujówka","kamieniecki/mazowieckie","","","wieś","s"
"","Borzymowie","kamieniecki/mazowieckie","Borzymy","","młyn","k"
"","Przytuki","gnieźnieński/kaliskie","Przytuki","Przytuki","wieś","s"
"","Jagodne","garwoliński/mazowieckie","","","wieś","s"
"","Zwola","garwoliński/mazowieckie","Zwola Poduchowna","","wieś","s"
"","Baczków","garwoliński/mazowieckie","","","wieś","s"
"","Sucha Wola","garwoliński/mazowieckie","Suchowola","","wieś","s"
"","Ryczyska","garwoliński/mazowieckie","","","wieś","s"
"","Świder","garwoliński/mazowieckie","","","wieś","s"
"","Kozietuły","grójecki/mazowieckie","","","wieś","s"
"","Dylewo","grójecki/mazowieckie","Dylew","","wieś","s"
"","Dylewko","grójecki/mazowieckie","Dylówka","","wieś","s"
"","Siedlec","grójecki/mazowieckie","Sielec","","wieś","s"
"","Gać Moskurna","kaliski/kaliskie","Moskurnia","Moskurnia","wieś","s"
"","Bądkowo","grójecki/mazowieckie","Bądków","","wieś","k"
"","Długa Wola","grójecki/mazowieckie","Długowola","","wieś","k"
"","Goszczyn","grójecki/mazowieckie","","","miasto","k"
"","Kozina+","grójecki/mazowieckie","","","wieś","m"
"","Broniszewo","grójecki/mazowieckie","Broniszew","","wieś","d"
"","Lekarcice","grójecki/mazowieckie","","","wieś","s"
"","Pikarty","grójecki/mazowieckie","Piekarty","","wieś","s"
"","Kożuszki+","grójecki/mazowieckie","","","wieś","s"
"","Olszamy-Oprzałki","grójecki/mazowieckie","Olszany","","wieś","s"
"","Baranek","chęciński/sandomierskie","Lipowica-Baranek","","młyn","k"
"","Raszewy","kaliski/kaliskie","Raszawy","Raszewy","wieś","s"
"","Zawada","chęciński/sandomierskie","","","wieś","k"
"","Szewce","chęciński/sandomierskie","","","wieś","k"
"","Góry","chęciński/sandomierskie","Zgorsko","","wieś","s"
"","Bolechowice","chęciński/sandomierskie","","","wieś","k"
"","Chęciny","chęciński/sandomierskie","","","miasto","k"
"","Radkowice","chęciński/sandomierskie","","","wieś","k"
"","Korzeczek","chęciński/sandomierskie","Korzecko","","wieś","k"
"","Murowana Wola","chęciński/sandomierskie","Wola Murowana","","wieś","k"
"","Polikno","chęciński/sandomierskie","Polichno","","wieś","m"
"","Skiby","chęciński/sandomierskie","","","wieś","s"
"","Gać Powężowa","kaliski/kaliskie","Gać Pawęzowa","Gać","wieś","s"
"","Zelejowa","chęciński/sandomierskie","","","kopalnia","k"
"","Stare Chęciny","chęciński/sandomierskie","","","wieś","k"
"","Miedzianka","chęciński/sandomierskie","","","kopalnia","s"
"","Wola Rańcza","ciechanowski/mazowieckie","","","wieś","s"
"","Ostaszewo-Panki","ciechanowski/mazowieckie","Ostaszewo-Pańki","","wieś","s"
"","Ostaszewo-Włoski","ciechanowski/mazowieckie","Ostaszewo-Włuski","","wieś","s"
"","Ostaszewo Wielkie","ciechanowski/mazowieckie","","","wieś","s"
"","Ostaszewo-Czernie","ciechanowski/mazowieckie","Wola Ostaszewska","","wieś","s"
"","Begno-Ostaszewo","ciechanowski/mazowieckie","Begno","","wieś","s"
"","Moskiew","brzeziński/łęczyckie","Moskwa","","wieś","s"
"","Michałowice","bialski/rawskie","","","wieś","s"
"","Buczek","brzeziński/łęczyckie","","","wieś","s"
"","Byszewy","brzeziński/łęczyckie","","","wieś","s"
"","Barchówka","brzeziński/łęczyckie","Borchówka","","wieś","s"
"","Kaleń","brzeziński/łęczyckie","Kalonka","","wieś","s"
"","Skoszewy","brzeziński/łęczyckie","Skoszewy Stare","","miasto","s"
"","Siernia","brzeziński/łęczyckie","Sierznia","","wieś","s"
"","Wawrzyszewice","brzeziński/łęczyckie","Warszewice","","wieś","s"
"","Cesarka","brzeziński/łęczyckie","","","wieś","s"
"","Nieszawa","lipnowski/ziemia dobrzyńska","","","miasto","k"
"","Mysłakówko","dobrzyński/ziemia dobrzyńska","","","",""
"","Świdno","bialski/rawskie","","","wieś","s"
"","Sitno","rypiński/ziemia dobrzyńska","","","wieś","d"
"","Praczka","lipnowski/ziemia dobrzyńska","","","pustka","d"
"","Pomorzany","lipnowski/ziemia dobrzyńska","","","wieś","d"
"","Macikowo","lipnowski/ziemia dobrzyńska","","","wieś","d"
"","Nowogród","lipnowski/ziemia dobrzyńska","","","wieś","d"
"","Węgiersk","lipnowski/ziemia dobrzyńska","","","wieś","d"
"","Krobia","lipnowski/ziemia dobrzyńska","","","wieś","k"
"","Mierzynek","lipnowski/ziemia dobrzyńska","","","",""
"","Maliszewy","lipnowski/ziemia dobrzyńska","","","wieś","d"
"","Małszyce","lipnowski/ziemia dobrzyńska","","","wieś","d"
"","Stamirowice","bialski/rawskie","","","wieś","s"
"","Łążynek","lipnowski/ziemia dobrzyńska","","","wieś","d"
"","Dobrzejewice","lipnowski/ziemia dobrzyńska","","","wieś","d"
"","Młyniec","lipnowski/ziemia dobrzyńska","","","",""
"","Sęk","lipnowski/ziemia dobrzyńska","","","osada młyńska","d"
"","Ciechocin","lipnowski/ziemia dobrzyńska","","","wieś","d"
"","Nowa Wieś","lipnowski/ziemia dobrzyńska","","","wieś","d"
"","Rudaw","lipnowski/ziemia dobrzyńska","","","wieś","d"
"","Bierzgło","lipnowski/ziemia dobrzyńska","","","osada młyńska","d"
"","Dulnik","lipnowski/ziemia dobrzyńska","","","osada młyńska","d"
"","Nowogródek","lipnowski/ziemia dobrzyńska","","","",""
"","Tomczyce","bialski/rawskie","","","wieś","s"
"","Baranówko","kaliski/kaliskie","Baranówek","Baranówek","wieś","s"
"","Włęcz","lipnowski/ziemia dobrzyńska","","","",""
"","Czerniakowo","lipnowski/ziemia dobrzyńska","","","wieś","d"
"","Czerniakówko","lipnowski/ziemia dobrzyńska","","","wieś","k"
"","Osówka","lipnowski/ziemia dobrzyńska","","","",""
"","Witowąż","lipnowski/ziemia dobrzyńska","","","",""
"","Osiek","lipnowski/ziemia dobrzyńska","","","",""
"","Zębowiec","lipnowski/ziemia dobrzyńska","","","",""
"","Oborowo","lipnowski/ziemia dobrzyńska","","","",""
"","Kawęczyn","lipnowski/ziemia dobrzyńska","","","",""
"","Łążyn","lipnowski/ziemia dobrzyńska","","","",""
"","Stryków","bialski/rawskie","","","wieś","s"
"","Zębowo","lipnowski/ziemia dobrzyńska","","","",""
"","Silno","lipnowski/ziemia dobrzyńska","","","wieś","k"
"","Złotoria","lipnowski/ziemia dobrzyńska","","","wieś","k"
"","Nowa Wieś","lipnowski/ziemia dobrzyńska","","","wieś","k"
"","Gumowo","lipnowski/ziemia dobrzyńska","","","wieś","k"
"","Ciepień","lipnowski/ziemia dobrzyńska","","","",""
"","Kawno","lipnowski/ziemia dobrzyńska","","","",""
"","Zajezierze","lipnowski/ziemia dobrzyńska","","","",""
"","Dąbrówka","lipnowski/ziemia dobrzyńska","","","",""
"","Trutowo","lipnowski/ziemia dobrzyńska","","","",""
"","Ługowice","bialski/rawskie","","","wieś","s"
"","Kijaszkowice","lipnowski/ziemia dobrzyńska","","","",""
"","Kijaszkowo","lipnowski/ziemia dobrzyńska","","","",""
"","Piotrkowo","lipnowski/ziemia dobrzyńska","","","",""
"","Świętosław","lipnowski/ziemia dobrzyńska","","","",""
"","Mazowsze","lipnowski/ziemia dobrzyńska","","","",""
"","Steklinek","lipnowski/ziemia dobrzyńska","","","",""
"","Mień","lipnowski/ziemia dobrzyńska","","","",""
"","Rembiocha","lipnowski/ziemia dobrzyńska","","","",""
"","Działyń","lipnowski/ziemia dobrzyńska","","","",""
"","Zbójenko","lipnowski/ziemia dobrzyńska","","","",""
"","Brzostowiec","bialski/rawskie","","","wieś","s"
"","Zbójno","lipnowski/ziemia dobrzyńska","","","",""
"","Rudusk","lipnowski/ziemia dobrzyńska","","","",""
"","Wielgie","lipnowski/ziemia dobrzyńska","","","",""
"","Liciszewy","lipnowski/ziemia dobrzyńska","","","",""
"","Klonowo","lipnowski/ziemia dobrzyńska","","","",""
"","Trzebiegoszcz","lipnowski/ziemia dobrzyńska","","","wieś","k"
"","Grabiny","lipnowski/ziemia dobrzyńska","","","wieś","k"
"","Jankowo","lipnowski/ziemia dobrzyńska","","","wieś","k"
"","Sumin","lipnowski/ziemia dobrzyńska","","","",""
"","Wola","lipnowski/ziemia dobrzyńska","","","",""
"","Pomiczów","bialski/rawskie","Pączew","","wieś","s"
"","Niedźwiedź","lipnowski/ziemia dobrzyńska","","","",""
"","Steklin","lipnowski/ziemia dobrzyńska","","","",""
"","Wolęcin","lipnowski/ziemia dobrzyńska","","","",""
"","Jastrzębie","lipnowski/ziemia dobrzyńska","","","",""
"","Złotopole","lipnowski/ziemia dobrzyńska","","","",""
"","Jarczechowo","lipnowski/ziemia dobrzyńska","","","",""
"","Kikół","lipnowski/ziemia dobrzyńska","","","wieś","ks"
"","Moszczonne","lipnowski/ziemia dobrzyńska","","","",""
"","Lubin","lipnowski/ziemia dobrzyńska","","","",""
"","Lubinek","lipnowski/ziemia dobrzyńska","","","",""
"","Ślepa Wola","bialski/rawskie","Ślepowola","","wieś","s"
"","Chodrążek","lipnowski/ziemia dobrzyńska","","","",""
"","Chlebowo","lipnowski/ziemia dobrzyńska","","","",""
"","Makówiec","lipnowski/ziemia dobrzyńska","","","",""
"","Lubowiec","lipnowski/ziemia dobrzyńska","","","",""
"","Chrostkowo","lipnowski/ziemia dobrzyńska","","","",""
"","Stalmierz","lipnowski/ziemia dobrzyńska","","","",""
"","Sikorz","lipnowski/ziemia dobrzyńska","","","",""
"","Gołuchowo","lipnowski/ziemia dobrzyńska","","","",""
"","Wildno","lipnowski/ziemia dobrzyńska","","","",""
"","Ciełuchowo","lipnowski/ziemia dobrzyńska","","","wieś","k"
"","Szymanowice","kaliski/kaliskie","Szymanowice","Szymanowice","wieś","s"
"","Grodzień","lipnowski/ziemia dobrzyńska","","","",""
"","Nagórzynek","lipnowski/ziemia dobrzyńska","","","",""
"","Wiadome","lipnowski/ziemia dobrzyńska","","","",""
"","Jonczewek","lipnowski/ziemia dobrzyńska","","","",""
"","Kolankowo","lipnowski/ziemia dobrzyńska","","","",""
"","Cebryszewo","lipnowski/ziemia dobrzyńska","","","",""
"","Karnków","lipnowski/ziemia dobrzyńska","","","",""
"","Skępe-Wioska","lipnowski/ziemia dobrzyńska","","","",""
"","Skępe","lipnowski/ziemia dobrzyńska","","","miasto","s"
"","Wólka","lipnowski/ziemia dobrzyńska","","","",""
"","Robakowo","kaliski/kaliskie","Robaków","Robaków","wieś","s"
"","Łąkie","lipnowski/ziemia dobrzyńska","","","wieś","k"
"","Jarczewo","lipnowski/ziemia dobrzyńska","","","",""
"","Osiek","lipnowski/ziemia dobrzyńska","","","",""
"","Malanówko","lipnowski/ziemia dobrzyńska","","","",""
"","Malanowo Stare","lipnowski/ziemia dobrzyńska","","","",""
"","Choczeń","lipnowski/ziemia dobrzyńska","","","",""
"","Dobaczewo","lipnowski/ziemia dobrzyńska","","","",""
"","Kokoszyn","lipnowski/ziemia dobrzyńska","","","",""
"","Śniechy","lipnowski/ziemia dobrzyńska","","","",""
"","Sudrągi","lipnowski/ziemia dobrzyńska","","","",""
"","Grab","kaliski/kaliskie","Grab","Grab","wieś","s"
"","Osówka","lipnowski/ziemia dobrzyńska","","","",""
"","Maluszyn","lipnowski/ziemia dobrzyńska","","","",""
"","Miszek","lipnowski/ziemia dobrzyńska","","","osada młyńska","k"
"","Gozdy","lipnowski/ziemia dobrzyńska","","","",""
"","Czermno","lipnowski/ziemia dobrzyńska","","","",""
"","Kukowo","lipnowski/ziemia dobrzyńska","","","",""
"","Rokocice","lipnowski/ziemia dobrzyńska","","","",""
"","Ligówko","lipnowski/ziemia dobrzyńska","","","",""
"","Ligowo","lipnowski/ziemia dobrzyńska","","","",""
"","Rybitwy","lipnowski/ziemia dobrzyńska","","","wieś","k"
"","Lubień Wielki","kaliski/kaliskie","Lubinia Wielka","Lubień Wielki","wieś","s"
"","Maliszewo","lipnowski/ziemia dobrzyńska","","","",""
"","Brzeźno","lipnowski/ziemia dobrzyńska","","","",""
"","Radomice","lipnowski/ziemia dobrzyńska","","","wieś","k"
"","Celiny","lipnowski/ziemia dobrzyńska","","","pustka","k"
"","Gnojno","lipnowski/ziemia dobrzyńska","","","wieś","k"
"","Bobrowniki","lipnowski/ziemia dobrzyńska","","","miasto","k"
"","Komorowo","lipnowski/ziemia dobrzyńska","","","",""
"","Ośmiałowo","lipnowski/ziemia dobrzyńska","","","",""
"","Biskupin","lipnowski/ziemia dobrzyńska","","","wieś","d"
"","Żuchowo","lipnowski/ziemia dobrzyńska","","","",""
"","Nowa Wieś","kaliski/kaliskie","Nowa Wieś","Nowa Wieś","wieś","s"
"","Pawłowo","gnieźnieński/kaliskie","Pawłowo","Pawłowo","wieś","d"
"","Wierzbick","lipnowski/ziemia dobrzyńska","","","",""
"","Głodowo","lipnowski/ziemia dobrzyńska","","","",""
"","Kłokock","lipnowski/ziemia dobrzyńska","","","",""
"","Białowierzyn Mały","lipnowski/ziemia dobrzyńska","","","",""
"","Białowierzyn","lipnowski/ziemia dobrzyńska","","","",""
"","Lipno","lipnowski/ziemia dobrzyńska","","","miasto","k"
"","Rzeczno","lipnowski/ziemia dobrzyńska","","","",""
"","Polichnowo","lipnowski/ziemia dobrzyńska","","","",""
"","Lisek","lipnowski/ziemia dobrzyńska","","","",""
"","Łachocin","lipnowski/ziemia dobrzyńska","","","",""
"","Tomice","kaliski/kaliskie","Tomice","Tomice","wieś","s"
"","Ostrowitko","lipnowski/ziemia dobrzyńska","","","",""
"","Ostrowite","lipnowski/ziemia dobrzyńska","","","",""
"","Szczepanki","lipnowski/ziemia dobrzyńska","","","",""
"","Suszewo","lipnowski/ziemia dobrzyńska","","","",""
"","Czarne","lipnowski/ziemia dobrzyńska","","","",""
"","Bałdowo","lipnowski/ziemia dobrzyńska","","","",""
"","Suradówko","lipnowski/ziemia dobrzyńska","","","",""
"","Suradowo","lipnowski/ziemia dobrzyńska","","","",""
"","Mysłakowo","lipnowski/ziemia dobrzyńska","","","",""
"","Źródła Małe","lipnowski/ziemia dobrzyńska","","","",""
"","Giżałki","kaliski/kaliskie","Gizałki","Giżałki","wieś","s"
"","Źródła","lipnowski/ziemia dobrzyńska","","","",""
"","Wichowo","dobrzyński/ziemia dobrzyńska","","","",""
"","Osiny","garwoliński/mazowieckie","","","wieś","s"
"","Mińsko","garwoliński/mazowieckie","Mińsk Mazowiecki - część","","miasto","s"
"","Brzóza","garwoliński/mazowieckie","Brzóze","","wieś","k"
"","Dębe","garwoliński/mazowieckie","Dębe Wielkie","","wieś","k"
"","Barcząca","garwoliński/mazowieckie","Brcząca-kolonia","","wieś","s"
"","Zamienie","garwoliński/mazowieckie","","","wieś","s"
"","Wiciejów","garwoliński/mazowieckie","","","wieś","s"
"","Stojadła","garwoliński/mazowieckie","","","wieś","s"
"","Sucha","kaliski/kaliskie","Sucha","Sucha","wieś","s"
"","Niedziałka","garwoliński/mazowieckie","Niedziałka Stara","","wieś","s"
"","Nistowe","garwoliński/mazowieckie","Mistów","","wieś","s"
"","Janowo","garwoliński/mazowieckie","Janów","","wieś","s"
"","Iłowiec","garwoliński/mazowieckie","","","wieś","s"
"","Sendomierz","garwoliński/mazowieckie","Mińsk Mazowiecki - część","","miasto","s"
"","Targówka","garwoliński/mazowieckie","","","wieś","d"
"","Jasionka+","garwoliński/mazowieckie","","","wieś","s"
"","Mikanów","garwoliński/mazowieckie","","","wieś","s"
"","Kędziorak","garwoliński/mazowieckie","Kędzierak","","wieś","s"
"","Podrudzie","garwoliński/mazowieckie","","","wieś","s"
"","Prusinowa","kaliski/kaliskie","Prusinów","Prusinów","wieś","s"
"","Kluk","garwoliński/mazowieckie","Kluki","","wieś","s"
"","Andrzejnik","garwoliński/mazowieckie","Jędrzejnik","","wieś","s"
"","Goździówka","garwoliński/mazowieckie","","","wieś","k"
"","Cyganka","garwoliński/mazowieckie","","","wieś","k"
"","Rysie","garwoliński/mazowieckie","","","wieś","k"
"","Dłuska","garwoliński/mazowieckie","Dłużka","","wieś","s"
